,COVID Status,Gender,Race,Hispanic or Latino/A,Age,Trust in science (1-5 scale with 5 indicating most trust),Level of religious commitment (1-10 scale with 10 indicating highest trust),Political orientation (1-10 scale with 10 indicating most conservative and 1 indicating most liberal),How serious would it be for you if you contract COVID-19 in the next year? (1-10 scale with 10 being most serious),How confident are you that you can prevent getting COVID-19 in case of an outbreak? (1-5 scale with 5 being very confident),Please indicate your level of agreement with this statement: ‘My family and friends avoid crowded areas.’ (1-7 scale with 7 being strongly agree),I intend to get vaccinated for COVID-19 when the vaccine becomes available to me. (1-7 scale with 7 being Likely and 1 being Unlikely)
1150,Hasn't had COVID,Male,Black or African American,Hispanic or Latino/A,43,3,6,1,4,2,2,3
1151,Hasn't had COVID,Female,Asian,Not Hispanic or Latino/A,35,4,5,1,10,3,4,7
1152,Hasn't had COVID,Male,Black or African American,Not Hispanic or Latino/A,44,3,4,6,10,4,7,4
1153,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,24,4,4,2,4,3,7,6
1154,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,59,4,1,2,10,1,5,7
1155,Hasn't had COVID,Female,Black or African American,Hispanic or Latino/A,33,2,6,3,2,3,2,2
1156,Hasn't had COVID,Female,Asian,Not Hispanic or Latino/A,21,4,4,1,9,3,5,7
1157,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,38,3,3,4,6,1,3,4
1158,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,66,4,3,6,8,3,5,6
1159,Hasn't had COVID,Female,White,Hispanic or Latino/A,56,5,7,6,8,2,7,7
1160,Hasn't had COVID,Female,Asian,Not Hispanic or Latino/A,60,3,6,1,9,5,4,6
1161,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,29,3,4,8,9,3,7,5
1162,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,23,4,3,1,5,4,6,6
1163,Hasn't had COVID,Male,White,Hispanic or Latino/A,27,1,4,1,10,3,7,4
1164,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,49,5,4,4,2,3,6,6
1165,Hasn't had COVID,Female,Black or African American,Hispanic or Latino/A,63,5,5,5,7,3,1,5
1166,Hasn't had COVID,Male,Asian,Hispanic or Latino/A,37,5,3,5,9,3,7,7
1167,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,55,1,1,3,10,5,4,3
1168,Hasn't had COVID,Female,Black or African American,Not Hispanic or Latino/A,25,2,5,3,8,1,2,3
1169,Hasn't had COVID,Female,White,Hispanic or Latino/A,45,2,7,2,8,1,6,5
1170,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,55,4,3,3,6,1,6,6
1171,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,40,4,3,5,8,5,7,6
1172,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,50,4,6,2,5,4,4,6
1173,Hasn't had COVID,Male,Other,Not Hispanic or Latino/A,48,1,4,4,10,3,3,3
1174,Hasn't had COVID,Female,Other,Not Hispanic or Latino/A,63,5,1,3,5,1,6,6
1175,Hasn't had COVID,Female,White,Hispanic or Latino/A,52,4,3,3,8,4,7,6
1176,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,32,3,2,6,7,3,7,5
1177,Hasn't had COVID,Female,White,Hispanic or Latino/A,68,3,5,6,8,4,4,5
1178,Hasn't had COVID,Female,Asian,Not Hispanic or Latino/A,64,1,1,5,8,3,7,3
1179,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,23,5,5,5,1,5,7,6
1180,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,25,4,1,6,10,3,6,6
1181,Hasn't had COVID,Male,Asian,Not Hispanic or Latino/A,40,2,3,6,7,4,5,4
1182,Had COVID,Female,Black or African American,Hispanic or Latino/A,32,4,4,1,9,5,5,6
1183,Hasn't had COVID,Female,Black or African American,Not Hispanic or Latino/A,10,1,5,1,8,2,6,2
1184,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,41,3,4,5,6,1,6,5
1185,Had COVID,Male,Black or African American,Not Hispanic or Latino/A,33,5,7,5,7,5,7,6
1186,Hasn't had COVID,Male,White,Hispanic or Latino/A,67,5,4,1,3,3,5,7
1187,Had COVID,Male,White,Hispanic or Latino/A,37,4,5,5,3,4,7,5
1188,Had COVID,Female,White,Not Hispanic or Latino/A,26,2,4,3,5,2,7,4
1189,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,45,2,5,3,3,2,4,3
1190,Hasn't had COVID,Male,White,Hispanic or Latino/A,67,3,4,4,10,1,5,6
1191,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,33,1,3,3,6,2,5,3
1192,Hasn't had COVID,Male,Black or African American,Hispanic or Latino/A,16,5,9,2,7,5,7,6
1193,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,38,3,4,1,6,2,7,5
1194,Hasn't had COVID,Male,White,Hispanic or Latino/A,57,3,5,1,7,3,4,5
1195,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,15,5,5,3,5,4,6,7
1196,Hasn't had COVID,Female,Black or African American,Not Hispanic or Latino/A,52,4,4,4,7,5,6,5
1197,Hasn't had COVID,Male,Black or African American,Not Hispanic or Latino/A,53,5,4,1,4,5,7,6
1198,Had COVID,Male,White,Not Hispanic or Latino/A,34,3,2,2,8,4,7,6
1199,Hasn't had COVID,Male,Asian,Hispanic or Latino/A,15,5,1,2,9,4,2,7
1200,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,50,5,4,3,9,3,7,7
1201,Hasn't had COVID,Male,Asian,Hispanic or Latino/A,67,4,1,3,1,1,7,6
1202,Hasn't had COVID,Female,White,Hispanic or Latino/A,50,3,5,2,7,5,7,5
1203,Had COVID,Female,White,Not Hispanic or Latino/A,37,1,4,2,5,5,7,3
1204,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,16,2,6,6,5,1,7,3
1205,Had COVID,Female,Black or African American,Hispanic or Latino/A,23,3,7,5,5,4,7,4
1206,Hasn't had COVID,Male,Asian,Hispanic or Latino/A,55,3,8,1,9,3,7,6
1207,Hasn't had COVID,Female,Asian,Not Hispanic or Latino/A,39,5,7,3,8,5,6,7
1208,Hasn't had COVID,Female,White,Hispanic or Latino/A,66,2,3,1,10,5,6,5
1209,Hasn't had COVID,Male,Other,Not Hispanic or Latino/A,46,4,2,5,8,2,3,5
1210,Hasn't had COVID,Male,White,Hispanic or Latino/A,52,5,2,2,8,3,7,7
1211,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,49,5,3,3,8,2,4,7
1212,Hasn't had COVID,Female,Asian,Not Hispanic or Latino/A,67,4,5,3,10,4,7,7
1213,Had COVID,Female,White,Hispanic or Latino/A,56,3,4,4,6,2,3,5
1214,Hasn't had COVID,Female,Asian,Not Hispanic or Latino/A,37,3,5,4,7,4,5,5
1215,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,22,5,3,4,8,3,7,7
1216,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,26,5,4,5,7,2,5,7
1217,Had COVID,Male,Asian,Hispanic or Latino/A,43,2,2,3,10,2,7,6
1218,Hasn't had COVID,Female,Asian,Not Hispanic or Latino/A,46,5,7,4,5,3,5,7
1219,Hasn't had COVID,Male,White,Hispanic or Latino/A,41,3,1,2,4,2,2,4
1220,Hasn't had COVID,Female,Black or African American,Not Hispanic or Latino/A,24,2,5,3,8,3,5,3
1221,Hasn't had COVID,Male,Asian,Not Hispanic or Latino/A,69,4,3,1,10,1,4,7
1222,Hasn't had COVID,Female,White,Hispanic or Latino/A,36,1,4,4,10,4,5,3
1223,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,4,5,6,2,6,1,2,7
1224,Had COVID,Female,Other,Hispanic or Latino/A,9,5,1,3,9,1,5,7
1225,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,31,5,5,2,9,1,6,7
1226,Hasn't had COVID,Non-Binary or Transgender,White,Not Hispanic or Latino/A,47,2,5,5,9,5,7,4
1227,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,35,5,4,2,9,4,7,7
1228,Hasn't had COVID,Female,Black or African American,Not Hispanic or Latino/A,18,4,2,4,9,1,5,5
1229,Hasn't had COVID,Female,Asian,Not Hispanic or Latino/A,51,4,3,5,4,3,4,5
1230,Had COVID,Male,White,Not Hispanic or Latino/A,38,2,2,5,4,1,5,3
1231,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,42,2,4,4,5,5,7,3
1232,Hasn't had COVID,Non-Binary or Transgender,White,Not Hispanic or Latino/A,45,2,5,7,5,3,2,3
1233,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,41,5,2,4,7,3,6,7
1234,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,38,3,3,2,10,1,6,6
1235,Hasn't had COVID,Female,Asian,Hispanic or Latino/A,14,4,6,5,5,2,5,6
1236,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,46,3,7,3,5,2,2,4
1237,Hasn't had COVID,Female,Black or African American,Not Hispanic or Latino/A,38,4,7,4,5,1,5,4
1238,Had COVID,Female,Other,Not Hispanic or Latino/A,34,2,2,3,8,5,7,4
1239,Had COVID,Female,Black or African American,Not Hispanic or Latino/A,43,2,6,1,9,3,6,4
1240,Hasn't had COVID,Non-Binary or Transgender,White,Hispanic or Latino/A,50,1,2,3,5,5,4,3
1241,Hasn't had COVID,Male,White,Hispanic or Latino/A,24,1,8,4,4,2,7,3
1242,Hasn't had COVID,Female,Black or African American,Hispanic or Latino/A,27,3,2,3,10,4,7,5
1243,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,41,4,1,1,8,2,3,6
1244,Hasn't had COVID,Female,Asian,Hispanic or Latino/A,26,5,5,4,7,3,7,7
1245,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,34,4,1,2,8,5,7,6
1246,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,34,1,3,2,7,4,4,3
1247,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,49,3,6,6,10,5,5,5
1248,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,22,5,6,6,4,5,7,6
1249,Hasn't had COVID,Female,White,Hispanic or Latino/A,22,3,5,4,7,2,6,5
1250,Hasn't had COVID,Female,White,Hispanic or Latino/A,45,3,9,1,10,5,7,6
1251,Hasn't had COVID,Female,White,Hispanic or Latino/A,35,1,4,3,4,4,7,3
1252,Hasn't had COVID,Male,Black or African American,Not Hispanic or Latino/A,56,2,5,2,6,2,3,3
1253,Hasn't had COVID,Male,White,Hispanic or Latino/A,59,1,3,2,10,4,3,3
1254,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,46,5,4,3,5,2,5,7
1255,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,42,3,5,1,8,5,6,5
1256,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,28,2,9,1,6,4,7,4
1257,Had COVID,Male,Other,Not Hispanic or Latino/A,33,5,5,4,9,2,7,7
1258,Hasn't had COVID,Female,Asian,Not Hispanic or Latino/A,12,5,3,7,5,3,2,6
1259,Hasn't had COVID,Male,White,Hispanic or Latino/A,25,3,2,5,10,5,3,5
1260,Hasn't had COVID,Female,Asian,Not Hispanic or Latino/A,34,5,1,2,3,5,7,7
1261,Hasn't had COVID,Female,Asian,Not Hispanic or Latino/A,18,3,3,5,6,4,6,5
1262,Hasn't had COVID,Male,Asian,Not Hispanic or Latino/A,31,2,4,4,3,5,2,3
1263,Hasn't had COVID,Male,Black or African American,Not Hispanic or Latino/A,17,1,7,4,6,2,7,2
1264,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,28,3,1,3,9,3,7,5
1265,Hasn't had COVID,Female,Black or African American,Not Hispanic or Latino/A,36,1,6,3,10,3,6,2
1266,Hasn't had COVID,Female,Black or African American,Not Hispanic or Latino/A,38,4,4,3,8,1,4,5
1267,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,46,4,2,3,6,1,7,6
1268,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,29,4,2,1,6,2,4,6
1269,Hasn't had COVID,Female,Other,Not Hispanic or Latino/A,7,3,2,2,6,1,6,5
1270,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,50,4,4,2,2,5,7,5
1271,Hasn't had COVID,Female,Black or African American,Not Hispanic or Latino/A,34,1,6,3,8,3,5,2
1272,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,43,4,2,3,9,3,2,6
1273,Hasn't had COVID,Female,Asian,Hispanic or Latino/A,32,4,3,5,4,4,7,6
1274,Hasn't had COVID,Female,Asian,Not Hispanic or Latino/A,39,3,3,2,9,5,5,6
1275,Hasn't had COVID,Female,White,Hispanic or Latino/A,64,3,4,1,5,3,2,5
1276,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,22,4,6,2,8,4,6,6
1277,Hasn't had COVID,Male,Black or African American,Not Hispanic or Latino/A,17,5,6,3,5,1,3,5
1278,Hasn't had COVID,Male,Black or African American,Not Hispanic or Latino/A,28,5,7,3,5,1,7,6
1279,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,34,5,5,3,8,1,4,7
1280,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,40,2,4,1,3,5,7,3
1281,Hasn't had COVID,Female,Black or African American,Not Hispanic or Latino/A,35,3,4,3,7,2,7,4
1282,Had COVID,Male,White,Not Hispanic or Latino/A,40,2,4,4,10,4,3,4
1283,Hasn't had COVID,Male,Asian,Not Hispanic or Latino/A,42,3,2,5,9,5,3,5
1284,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,30,4,6,4,5,1,3,5
1285,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,21,3,5,5,10,1,7,6
1286,Had COVID,Male,Asian,Hispanic or Latino/A,49,1,3,1,6,5,4,3
1287,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,27,4,7,4,10,4,5,6
1288,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,40,3,5,3,6,5,6,5
1289,Had COVID,Female,Asian,Not Hispanic or Latino/A,60,4,5,3,9,4,7,7
1290,Had COVID,Female,Other,Not Hispanic or Latino/A,41,3,4,3,9,2,7,6
1291,Hasn't had COVID,Female,Asian,Not Hispanic or Latino/A,47,5,5,4,8,2,5,7
1292,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,32,3,5,6,6,5,6,4
1293,Hasn't had COVID,Male,Other,Not Hispanic or Latino/A,30,3,5,7,4,5,7,4
1294,Had COVID,Male,Asian,Hispanic or Latino/A,33,5,3,2,6,1,7,7
1295,Had COVID,Male,White,Not Hispanic or Latino/A,60,4,6,2,8,5,5,6
1296,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,49,2,6,6,7,1,3,3
1297,Hasn't had COVID,Female,Black or African American,Not Hispanic or Latino/A,55,2,3,3,4,4,5,2
1298,Had COVID,Female,Asian,Hispanic or Latino/A,68,5,5,2,5,1,6,7
1299,Hasn't had COVID,Female,White,Hispanic or Latino/A,65,2,2,6,9,1,5,4
1300,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,44,4,2,3,9,1,6,7
1301,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,45,4,5,5,3,3,5,5
1302,Hasn't had COVID,Male,White,Hispanic or Latino/A,42,5,7,1,7,2,4,7
1303,Hasn't had COVID,Male,White,Hispanic or Latino/A,16,5,7,3,4,5,2,6
1304,Hasn't had COVID,Male,Black or African American,Hispanic or Latino/A,59,3,7,1,6,1,7,4
1305,Hasn't had COVID,Female,White,Hispanic or Latino/A,29,5,2,1,6,4,4,7
1306,Hasn't had COVID,Male,White,Hispanic or Latino/A,31,2,5,3,8,2,2,4
1307,Hasn't had COVID,Male,White,Hispanic or Latino/A,38,4,4,3,3,5,5,5
1308,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,34,1,6,7,7,3,6,2
1309,Hasn't had COVID,Female,White,Hispanic or Latino/A,25,5,6,1,2,1,3,6
1310,Hasn't had COVID,Female,Black or African American,Hispanic or Latino/A,55,3,1,4,7,2,3,4
1311,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,42,5,2,5,6,3,7,7
1312,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,36,5,4,1,5,3,3,7
1313,Had COVID,Male,White,Not Hispanic or Latino/A,31,3,2,3,8,5,7,5
1314,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,37,3,4,3,5,2,3,4
1315,Hasn't had COVID,Female,White,Hispanic or Latino/A,21,3,5,3,9,4,1,5
1316,Hasn't had COVID,Male,Black or African American,Hispanic or Latino/A,32,2,5,2,5,5,6,3
1317,Had COVID,Female,Asian,Not Hispanic or Latino/A,36,4,4,1,8,5,6,7
1318,Had COVID,Male,White,Hispanic or Latino/A,29,4,6,2,9,2,4,7
1319,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,56,1,4,4,5,5,5,2
1320,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,20,5,3,3,6,1,5,7
1321,Hasn't had COVID,Female,White,Hispanic or Latino/A,44,4,4,2,8,5,3,6
1322,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,47,4,4,3,4,1,3,5
1323,Hasn't had COVID,Female,Black or African American,Not Hispanic or Latino/A,30,2,2,1,9,3,5,3
1324,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,21,4,3,3,9,4,5,6
1325,Hasn't had COVID,Non-Binary or Transgender,Asian,Hispanic or Latino/A,47,1,3,3,10,4,4,4
1326,Hasn't had COVID,Female,Asian,Not Hispanic or Latino/A,31,2,5,4,5,5,4,3
1327,Hasn't had COVID,Female,Asian,Not Hispanic or Latino/A,35,3,3,4,6,1,6,5
1328,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,45,5,6,1,6,4,6,7
1329,Hasn't had COVID,Male,White,Hispanic or Latino/A,75,3,5,3,7,5,6,5
1330,Hasn't had COVID,Male,Black or African American,Not Hispanic or Latino/A,42,3,2,2,10,3,7,5
1331,Hasn't had COVID,Male,Black or African American,Hispanic or Latino/A,12,4,7,8,10,3,6,5
1332,Had COVID,Female,Other,Not Hispanic or Latino/A,53,2,6,3,8,4,6,4
1333,Had COVID,Female,White,Not Hispanic or Latino/A,13,5,5,6,9,5,2,7
1334,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,42,2,4,1,7,5,4,4
1335,Hasn't had COVID,Female,Black or African American,Not Hispanic or Latino/A,28,3,3,3,6,4,3,3
1336,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,33,5,1,4,7,1,3,7
1337,Hasn't had COVID,Non-Binary or Transgender,Asian,Not Hispanic or Latino/A,60,4,7,1,9,2,6,7
1338,Had COVID,Female,Black or African American,Not Hispanic or Latino/A,48,5,5,3,8,4,7,7
1339,Had COVID,Female,Other,Not Hispanic or Latino/A,38,4,3,2,8,5,5,6
1340,Hasn't had COVID,Male,Black or African American,Not Hispanic or Latino/A,10,5,3,1,5,3,7,6
1341,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,35,5,3,3,5,4,4,6
1342,Hasn't had COVID,Non-Binary or Transgender,White,Not Hispanic or Latino/A,49,3,6,3,6,3,7,5
1343,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,20,4,3,1,8,5,1,6
1344,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,35,5,3,5,10,2,4,7
1345,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,40,4,3,4,8,2,3,6
1346,Hasn't had COVID,Non-Binary or Transgender,Asian,Hispanic or Latino/A,35,2,4,2,8,5,5,5
1347,Hasn't had COVID,Male,Black or African American,Not Hispanic or Latino/A,33,3,7,3,7,4,5,4
1348,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,47,5,4,5,7,3,4,7
1349,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,52,3,10,2,8,1,6,6
1350,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,58,4,2,1,3,5,7,5
1351,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,41,5,7,5,5,1,7,7
1352,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,18,5,3,7,10,2,7,7
1353,Hasn't had COVID,Female,Asian,Not Hispanic or Latino/A,55,2,3,1,10,1,3,5
1354,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,38,2,1,3,8,4,6,4
1355,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,29,5,1,5,7,5,7,7
1356,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,29,5,5,4,9,2,7,7
1357,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,47,5,8,3,9,5,7,7
1358,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,44,5,3,5,8,3,7,7
1359,Hasn't had COVID,Male,White,Hispanic or Latino/A,61,5,3,4,10,1,7,7
1360,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,29,5,2,3,8,5,7,7
1361,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,44,4,4,2,6,3,1,5
1362,Hasn't had COVID,Male,Black or African American,Not Hispanic or Latino/A,33,4,8,1,10,2,7,6
1363,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,54,3,4,3,8,1,7,5
1364,Hasn't had COVID,Non-Binary or Transgender,White,Not Hispanic or Latino/A,12,5,4,1,5,2,7,7
1365,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,42,5,4,3,8,5,5,7
1366,Had COVID,Male,White,Not Hispanic or Latino/A,55,2,6,4,5,2,7,4
1367,Hasn't had COVID,Female,Asian,Not Hispanic or Latino/A,10,4,4,3,6,4,7,6
1368,Hasn't had COVID,Female,White,Hispanic or Latino/A,35,5,4,2,6,1,5,7
1369,Hasn't had COVID,Male,Black or African American,Hispanic or Latino/A,31,5,3,2,9,5,5,6
1370,Had COVID,Female,White,Hispanic or Latino/A,23,4,5,3,8,2,6,7
1371,Had COVID,Female,Black or African American,Not Hispanic or Latino/A,45,5,4,4,7,3,4,6
1372,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,43,5,7,4,7,2,4,7
1373,Hasn't had COVID,Female,Black or African American,Hispanic or Latino/A,25,4,5,4,6,5,7,5
1374,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,25,5,6,4,7,4,7,7
1375,Had COVID,Male,Other,Hispanic or Latino/A,38,2,1,1,10,1,6,5
1376,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,57,4,4,3,9,2,6,7
1377,Hasn't had COVID,Female,Black or African American,Hispanic or Latino/A,43,5,5,2,6,5,2,6
1378,Hasn't had COVID,Female,Asian,Not Hispanic or Latino/A,35,4,3,1,6,2,4,6
1379,Hasn't had COVID,Female,White,Hispanic or Latino/A,53,4,9,4,4,2,4,5
1380,Had COVID,Female,Black or African American,Not Hispanic or Latino/A,49,5,4,2,7,2,6,6
1381,Had COVID,Female,White,Not Hispanic or Latino/A,59,3,6,2,6,1,6,5
1382,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,33,2,5,5,6,5,3,3
1383,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,19,5,7,4,4,4,7,6
1384,Had COVID,Female,White,Not Hispanic or Latino/A,19,5,3,4,7,5,6,7
1385,Hasn't had COVID,Female,Asian,Not Hispanic or Latino/A,47,5,5,5,7,3,5,7
1386,Hasn't had COVID,Male,Asian,Not Hispanic or Latino/A,28,5,1,5,10,5,7,7
1387,Hasn't had COVID,Female,Black or African American,Not Hispanic or Latino/A,42,5,3,3,6,1,7,6
1388,Had COVID,Female,White,Not Hispanic or Latino/A,35,5,4,4,7,5,7,7
1389,Hasn't had COVID,Male,White,Hispanic or Latino/A,44,1,4,1,10,1,5,4
1390,Had COVID,Male,Asian,Hispanic or Latino/A,44,3,4,2,9,5,5,6
1391,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,55,3,2,3,4,1,7,5
1392,Hasn't had COVID,Male,Black or African American,Hispanic or Latino/A,41,5,3,5,10,3,5,6
1393,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,29,5,3,3,4,2,4,6
1394,Hasn't had COVID,Male,Asian,Hispanic or Latino/A,38,3,4,4,6,1,6,5
1395,Had COVID,Male,Other,Hispanic or Latino/A,47,5,5,2,8,3,7,7
1396,Hasn't had COVID,Female,White,Hispanic or Latino/A,31,1,5,5,4,1,7,2
1397,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,24,3,4,2,4,4,3,4
1398,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,53,4,3,3,8,1,7,6
1399,Had COVID,Male,White,Not Hispanic or Latino/A,23,4,1,3,9,3,7,7
1400,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,43,4,4,4,7,5,4,6
1401,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,39,4,6,3,3,3,7,5
1402,Hasn't had COVID,Male,Asian,Not Hispanic or Latino/A,28,2,4,1,3,2,6,4
1403,Hasn't had COVID,Female,Black or African American,Not Hispanic or Latino/A,70,5,3,3,3,5,7,5
1404,Hasn't had COVID,Non-Binary or Transgender,White,Hispanic or Latino/A,12,3,8,2,7,5,4,5
1405,Hasn't had COVID,Male,White,Not Hispanic or Latino/A,41,5,3,1,9,5,5,7
1406,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,46,5,8,2,5,4,3,6
1407,Hasn't had COVID,Male,Asian,Not Hispanic or Latino/A,30,4,4,3,6,3,4,6
1408,Hasn't had COVID,Female,Black or African American,Not Hispanic or Latino/A,67,3,6,2,10,4,7,5
1409,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,41,5,2,5,10,5,5,7
1410,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,47,5,1,1,10,3,7,7
1411,Hasn't had COVID,Female,Asian,Hispanic or Latino/A,29,2,6,1,7,3,5,5
1412,Hasn't had COVID,Female,White,Hispanic or Latino/A,52,5,6,1,4,2,7,7
1413,Had COVID,Female,White,Not Hispanic or Latino/A,29,3,1,3,8,1,7,6
1414,Had COVID,Female,Other,Not Hispanic or Latino/A,27,1,2,6,8,3,3,2
1415,Hasn't had COVID,Female,White,Hispanic or Latino/A,41,5,4,2,10,1,5,7
1416,Hasn't had COVID,Female,Black or African American,Hispanic or Latino/A,37,5,3,6,7,2,7,6
1417,Hasn't had COVID,Non-Binary or Transgender,White,Not Hispanic or Latino/A,53,2,2,1,5,2,6,4
1418,Hasn't had COVID,Female,White,Hispanic or Latino/A,28,1,3,2,3,2,3,2
1419,Hasn't had COVID,Male,Black or African American,Hispanic or Latino/A,43,5,1,4,8,2,7,6
1420,Had COVID,Female,White,Not Hispanic or Latino/A,17,2,6,2,8,3,4,4
1421,Hasn't had COVID,Male,White,Hispanic or Latino/A,22,3,6,6,2,2,7,4
1422,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,28,1,3,6,3,3,6,2
1423,Hasn't had COVID,Male,White,Hispanic or Latino/A,31,4,6,2,9,5,4,6
1424,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,36,4,3,4,8,3,5,6
1425,Hasn't had COVID,Female,White,Not Hispanic or Latino/A,25,3,9,4,7,1,5,5
1426,Hasn't had COVID,Female,Black or African American,Hispanic or Latino/A,29,5,2,6,3,2,7,5
1427,Hasn't had COVID,Female,Black or African American,Hispanic or Latino/A,29,5,1,2,6,3,3,6
1428,Hasn't had COVID,Male,Black or African American,Hispanic or Latino/A,31,4,3,2,7,4,3,5
1429,Had COVID,Male,Asian,Not Hispanic or Latino/A,56,4,5,3,10,2,2,7
1430,Hasn't had COVID,Female,Black or African American,Hispanic or Latino/A,26,5,5,6,4,3,5,5
1431,Hasn't had COVID,Female,Asian,Hispanic or Latino/A,22,5,7,1,6,5,3,7
1432,Had COVID,Female,Black or African American,Not Hispanic or Latino/A,32,3,7,3,4,5,4,3
